   0.0000000e+00   1.4777586e-10   3.4585438e-12
   2.5000000e-01   8.4608533e-09   1.0459757e-09
   5.0000000e-01   3.2214239e-08   7.9338811e-09
   7.5000000e-01   5.6011018e-08   1.9362253e-08
   1.0000000e+00   7.3347955e-08   3.0095324e-08
   1.2500000e+00   8.4430307e-08   3.8063219e-08
   1.5000000e+00   9.0795864e-08   4.3224879e-08
   1.7500000e+00   9.3802869e-08   4.6174592e-08
   2.0000000e+00   9.4428030e-08   4.7477582e-08
   2.2500000e+00   9.3540789e-08   4.7678862e-08
   2.5000000e+00   9.1719715e-08   4.7177152e-08
   2.7500000e+00   8.9352732e-08   4.6255638e-08
   3.0000000e+00   8.6567959e-08   4.5007236e-08
   3.2500000e+00   8.3618498e-08   4.3611465e-08
   3.5000000e+00   8.0487904e-08   4.2056575e-08
   3.7500000e+00   7.7384694e-08   4.0491795e-08
   4.0000000e+00   7.4343125e-08   3.8943422e-08
   4.2500000e+00   7.1344639e-08   3.7398886e-08
   4.5000000e+00   6.8444106e-08   3.5899833e-08
   4.7500000e+00   6.5650314e-08   3.4456494e-08
   5.0000000e+00   6.2917599e-08   3.3029146e-08
   5.2500000e+00   6.0264361e-08   3.1633501e-08
   5.5000000e+00   5.7755689e-08   3.0328422e-08
   5.7500000e+00   5.5322496e-08   2.9051430e-08
   6.0000000e+00   5.2978396e-08   2.7814837e-08
   6.2500000e+00   5.0740223e-08   2.6640315e-08
   6.5000000e+00   4.8603917e-08   2.5522155e-08
   6.7500000e+00   4.6560264e-08   2.4447397e-08
   7.0000000e+00   4.4602234e-08   2.3418331e-08
   7.2500000e+00   4.2711175e-08   2.2428017e-08
   7.5000000e+00   4.0922900e-08   2.1489782e-08
   7.7500000e+00   3.9220628e-08   2.0596820e-08
   8.0000000e+00   3.7542782e-08   1.9716183e-08
   8.2500000e+00   3.5967677e-08   1.8889774e-08
   8.5000000e+00   3.4469349e-08   1.8103701e-08
   8.7500000e+00   3.2928323e-08   1.7293994e-08
   9.0000000e+00   3.1497378e-08   1.6542456e-08
   9.2500000e+00   3.0160852e-08   1.5840698e-08
   9.5000000e+00   2.8893347e-08   1.5175124e-08
   9.7500000e+00   2.7694862e-08   1.4545733e-08
   1.0000000e+01   2.6565399e-08   1.3952525e-08
   1.0250000e+01   2.5504956e-08   1.3395500e-08
   1.0500000e+01   2.4314709e-08   1.2770503e-08
   1.0750000e+01   2.3231565e-08   1.2201638e-08
   1.1000000e+01   2.2257337e-08   1.1689856e-08
   1.1250000e+01   2.1338387e-08   1.1207058e-08
   1.1500000e+01   2.0474715e-08   1.0753243e-08
   1.1750000e+01   1.9666319e-08   1.0328411e-08
   1.2000000e+01   1.8913200e-08   9.9325625e-09
   1.2250000e+01   1.8017989e-08   9.4626666e-09
   1.2500000e+01   1.7196619e-08   9.0314445e-09
   1.2750000e+01   1.6481814e-08   8.6559787e-09
   1.3000000e+01   1.5807713e-08   8.3018894e-09
   1.3250000e+01   1.5174317e-08   7.9691763e-09
   1.3500000e+01   1.4581626e-08   7.6578397e-09
   1.3750000e+01   1.4029639e-08   7.3678794e-09
   1.4000000e+01   1.3372275e-08   7.0227156e-09
   1.4250000e+01   1.2753333e-08   6.6977318e-09
   1.4500000e+01   1.2222778e-08   6.4191198e-09
   1.4750000e+01   1.1721366e-08   6.1558234e-09
   1.5000000e+01   1.1249097e-08   5.9078428e-09
   1.5250000e+01   1.0805973e-08   5.6751779e-09
   1.5500000e+01   1.0391992e-08   5.4578286e-09
   1.5750000e+01   9.9137463e-09   5.2066340e-09
   1.6000000e+01   9.4515714e-09   4.9638745e-09
   1.6250000e+01   9.0560687e-09   4.7561823e-09
   1.6500000e+01   8.6817537e-09   4.5596185e-09
   1.6750000e+01   8.3286264e-09   4.3741831e-09
   1.7000000e+01   7.9966867e-09   4.1998761e-09
   1.7250000e+01   7.6859347e-09   4.0366975e-09
   1.7500000e+01   7.2999011e-09   3.8339282e-09
   1.7750000e+01   6.9247913e-09   3.6368911e-09
   1.8000000e+01   6.6263369e-09   3.4801448e-09
   1.8250000e+01   6.3447521e-09   3.3322566e-09
   1.8500000e+01   6.0800367e-09   3.1932266e-09
   1.8750000e+01   5.8321908e-09   3.0630546e-09
   1.9000000e+01   5.6012143e-09   2.9417408e-09
   1.9250000e+01   5.3871074e-09   2.8292851e-09
   1.9500000e+01   5.1898699e-09   2.7256875e-09
   1.9750000e+01   5.0095018e-09   2.6309480e-09
   2.0000000e+01   4.7903890e-09   2.5158698e-09
   2.0250000e+01   4.4737066e-09   2.3495707e-09
   2.0500000e+01   4.2842826e-09   2.2500825e-09
   2.0750000e+01   4.1065770e-09   2.1567481e-09
   2.1000000e+01   3.9405897e-09   2.0695676e-09
   2.1250000e+01   3.7863206e-09   1.9885408e-09
   2.1500000e+01   3.6437698e-09   1.9136679e-09
   2.1750000e+01   3.5129373e-09   1.8449487e-09
   2.2000000e+01   3.3938231e-09   1.7823834e-09
   2.2250000e+01   3.2864272e-09   1.7259718e-09
   2.2500000e+01   3.1901381e-09   1.6753931e-09
   2.2750000e+01   2.9274161e-09   1.5374394e-09
   2.3000000e+01   2.8053343e-09   1.4733231e-09
   2.3250000e+01   2.6905576e-09   1.4130436e-09
   2.3500000e+01   2.5830858e-09   1.3566010e-09
   2.3750000e+01   2.4829189e-09   1.3039952e-09
   2.4000000e+01   2.3900571e-09   1.2552262e-09
   2.4250000e+01   2.3045002e-09   1.2102941e-09
   2.4500000e+01   2.2262484e-09   1.1691988e-09
   2.4750000e+01   2.1553014e-09   1.1319403e-09
   2.5000000e+01   2.0916595e-09   1.0985187e-09
   2.5250000e+01   1.9549466e-09   1.0267160e-09
   2.5500000e+01   1.8464029e-09   9.6970928e-10
   2.5750000e+01   1.7701008e-09   9.2963739e-10
   2.6000000e+01   1.6982233e-09   8.9188943e-10
   2.6250000e+01   1.6307704e-09   8.5646539e-10
   2.6500000e+01   1.5677422e-09   8.2336530e-10
   2.6750000e+01   1.5091387e-09   7.9258913e-10
   2.7000000e+01   1.4549598e-09   7.6413689e-10
   2.7250000e+01   1.4052056e-09   7.3800859e-10
   2.7500000e+01   1.3598760e-09   7.1420421e-10
   2.7750000e+01   1.2982736e-09   6.8185050e-10
   2.8000000e+01   1.2215088e-09   6.4153076e-10
   2.8250000e+01   1.1706380e-09   6.1481375e-10
   2.8500000e+01   1.1222818e-09   5.8941722e-10
   2.8750000e+01   1.0764401e-09   5.6534117e-10
   2.9000000e+01   1.0331130e-09   5.4258560e-10
   2.9250000e+01   9.9230051e-10   5.2115052e-10
   2.9500000e+01   9.5400257e-10   5.0103591e-10
   2.9750000e+01   9.1821920e-10   4.8224179e-10
   3.0000000e+01   0.0000000e+00   0.0000000e+00
