242
0	0.9626898307768861
0.25	1.426621076904445
0.5	3.278833119881913
0.75	8.764405801087909
1	14.59240328688065
1.25	21.5797437379037
1.5	30.4034799615801
1.75	39.21168849657295
2	47.31598752925434
2.25	55.79815817302299
2.5	62.48484902256912
2.75	70.25909223294575
3	77.14794562563489
3.25	84.56948536646186
3.5	91.7333617093299
3.75	98.12090405031412
4	103.4120786085845
4.25	109.0795506425351
4.5	115.0934269082165
4.75	121.123415250744
5	124.7229189754471
5.25	129.992701128691
5.5	133.6530789647472
5.75	139.3301291080892
6	143.1472591739937
6.25	146.5913010036655
6.5	149.9476623534414
6.75	153.7318800405029
7	158.0036311786365
7.25	161.4286480268667
7.5	163.9329735149596
7.75	167.2595364939251
8	171.2491243856065
8.25	173.8089495256222
8.5	177.4545902732554
8.75	180.5410051757134
9	183.5923539513493
9.25	186.7032491730441
9.5	191.3018418558452
9.75	194.5473125010893
10	198.9009377083199
10.25	204.7591711025098
10.5	207.9185503615333
10.75	213.5841584982242
11	217.6630197285807
11.25	222.253978429721
11.5	226.3866161392775
11.75	228.9757118321062
12	231.4585539622428
12.25	235.5830095648594
12.5	236.7619033870692
12.75	239.0832102090357
13	240.9666695570345
13.25	240.860542644018
13.5	243.1995032341985
13.75	243.5338846839718
14	243.8675476802615
14.25	243.7667593464627
14.5	243.4517060066676
14.75	242.7863345416565
15	243.0564642092686
15.25	241.7880443734564
15.5	241.1927747155678
15.75	240.5554706079066
16	239.1142993371303
16.25	238.2984531869941
16.5	236.7871449470089
16.75	237.0035013377473
17	235.6025486366631
17.25	235.2608308749726
17.5	235.961108417149
17.75	235.3302538431465
18	237.3592236700505
18.25	236.7727332096215
18.5	238.2106885939294
18.75	239.0995785290411
19	239.5559077926843
19.25	240.1833865240197
19.5	240.0451050494554
19.75	241.2058415716694
20	242.7874084726051
20.25	242.0307972174651
20.5	242.580048812491
20.75	243.298639797191
21	244.8758893210202
21.25	244.536759075763
21.5	245.6095962980474
21.75	245.2817149092867
22	245.5806209415191
22.25	246.498507254816
22.5	246.8015680664373
22.75	248.5870669096907
23	249.0537606338807
23.25	247.6383172604361
23.5	249.140486417463
23.75	248.4042890243247
24	249.5155156425522
24.25	250.0443178055425
24.5	251.004500813484
24.75	250.8846244958375
25	250.4446469534198
25.25	252.0259641884158
25.5	252.01885154128
25.75	251.8655699758465
26	252.7793996986673
26.25	251.9555379298041
26.5	252.1191592592064
26.75	252.8963870267168
27	252.0387628115927
27.25	252.8142580321998
27.5	252.6290108685746
27.75	254.0578686936027
28	254.0564370510444
28.25	254.1255323687078
28.5	254.7639262640069
28.75	254.7315146098332
29	254.3347373375657
29.25	253.4102858184722
29.5	253.7048613923085
29.75	254.6758767066526
30	255.5990619190828
0	0.6864273714749569
0.25	0.962564594498314
0.5	1.738845268764829
0.75	2.243211497045733
1	4.789604453819676
1.25	9.06138650977579
1.5	11.71403844522436
1.75	17.25270660335875
2	21.34201345812011
2.25	24.3627118804979
2.5	28.40868817681914
2.75	33.09009993360127
3	36.99078093591694
3.25	40.86289171685835
3.5	43.99022322055734
3.75	46.37200211961746
4	50.50668592967265
4.25	52.5200833896263
4.5	56.83730831403548
4.75	59.3790625296093
5	61.85124242655389
5.25	63.561351014068
5.5	66.86601341126156
5.75	69.10384658689242
6	70.4549106419465
6.25	71.8513634027461
6.5	75.41194942222454
6.75	77.1338084840926
7	78.42042723864962
7.25	80.57102895626045
7.5	82.45287447702812
7.75	83.21169814348008
8	86.03099877966046
8.25	86.99670228822309
8.5	88.06019847515365
8.75	89.67445591181023
9	92.61816032231518
9.25	93.33555211080588
9.5	94.76362010545265
9.75	98.33204474983543
10	99.84202482918128
10.25	102.7240154455872
10.5	103.4493534168912
10.75	107.061317427734
11	108.7175385041246
11.25	111.1577968215104
11.5	112.1729543504226
11.75	115.1324935349266
12	116.97505374798
12.25	118.1730285994754
12.5	118.5367123818928
12.75	120.4811191294909
13	120.4073670533476
13.25	122.6800847680184
13.5	122.7365821316803
13.75	123.3604039367716
14	123.580297000898
14.25	123.7160532485346
14.5	124.4338993168063
14.75	122.8060475891635
15	123.1971971601564
15.25	123.606193045125
15.5	122.4893283632681
15.75	122.522699241943
16	120.8293061732735
16.25	121.3399487745997
16.5	121.3295492916839
16.75	119.4599077817672
17	119.7358327409532
17.25	118.8280049949611
17.5	119.172584891914
17.75	120.1302664781575
18	120.7035527977681
18.25	119.8806173640265
18.5	119.5254441022188
18.75	121.5951006427941
19	121.0613293803764
19.25	122.2861192593141
19.5	121.4713553188987
19.75	122.5471097756334
20	121.5428072139523
20.25	122.8618491412541
20.5	122.8203143769108
20.75	123.1380574187827
21	124.6710384987929
21.25	124.5532853738427
21.5	123.9977025902232
21.75	124.8631336981592
22	124.6867010512513
22.25	125.2578575671808
22.5	126.264825626659
22.75	125.8026266807622
23	125.0879777847248
23.25	126.6704863432482
23.5	126.6450478475425
23.75	125.6012313104191
24	125.8895147887559
24.25	126.3369719282558
24.5	126.759557659051
24.75	127.132411644189
25	126.7831619210219
25.25	128.0371692433912
25.5	128.1074137645618
25.75	127.2037967914318
26	128.0163004364634
26.25	127.111075290098
26.5	128.3657272762328
26.75	127.8335153396397
27	128.5860724950726
27.25	127.9418387743545
27.5	128.8124041342907
27.75	128.3349838817872
28	128.422002761998
28.25	128.1396046619817
28.5	129.2586336419821
28.75	129.5288872470868
29	129.820785309199
29.25	129.0706103686878
29.5	128.500228344797
29.75	129.3884706458484
30	128.6040942141668
