   0.0000000e+00   9.6268983e-01   6.8642737e-01
   2.5000000e-01   1.4266211e+00   9.6256459e-01
   5.0000000e-01   3.2788331e+00   1.7388453e+00
   7.5000000e-01   8.7644058e+00   2.2432115e+00
   1.0000000e+00   1.4592403e+01   4.7896045e+00
   1.2500000e+00   2.1579744e+01   9.0613865e+00
   1.5000000e+00   3.0403480e+01   1.1714038e+01
   1.7500000e+00   3.9211688e+01   1.7252707e+01
   2.0000000e+00   4.7315988e+01   2.1342013e+01
   2.2500000e+00   5.5798158e+01   2.4362712e+01
   2.5000000e+00   6.2484849e+01   2.8408688e+01
   2.7500000e+00   7.0259092e+01   3.3090100e+01
   3.0000000e+00   7.7147946e+01   3.6990781e+01
   3.2500000e+00   8.4569485e+01   4.0862892e+01
   3.5000000e+00   9.1733362e+01   4.3990223e+01
   3.7500000e+00   9.8120904e+01   4.6372002e+01
   4.0000000e+00   1.0341208e+02   5.0506686e+01
   4.2500000e+00   1.0907955e+02   5.2520083e+01
   4.5000000e+00   1.1509343e+02   5.6837308e+01
   4.7500000e+00   1.2112342e+02   5.9379063e+01
   5.0000000e+00   1.2472292e+02   6.1851242e+01
   5.2500000e+00   1.2999270e+02   6.3561351e+01
   5.5000000e+00   1.3365308e+02   6.6866013e+01
   5.7500000e+00   1.3933013e+02   6.9103847e+01
   6.0000000e+00   1.4314726e+02   7.0454911e+01
   6.2500000e+00   1.4659130e+02   7.1851363e+01
   6.5000000e+00   1.4994766e+02   7.5411949e+01
   6.7500000e+00   1.5373188e+02   7.7133808e+01
   7.0000000e+00   1.5800363e+02   7.8420427e+01
   7.2500000e+00   1.6142865e+02   8.0571029e+01
   7.5000000e+00   1.6393297e+02   8.2452874e+01
   7.7500000e+00   1.6725954e+02   8.3211698e+01
   8.0000000e+00   1.7124912e+02   8.6030999e+01
   8.2500000e+00   1.7380895e+02   8.6996702e+01
   8.5000000e+00   1.7745459e+02   8.8060198e+01
   8.7500000e+00   1.8054101e+02   8.9674456e+01
   9.0000000e+00   1.8359235e+02   9.2618160e+01
   9.2500000e+00   1.8670325e+02   9.3335552e+01
   9.5000000e+00   1.9130184e+02   9.4763620e+01
   9.7500000e+00   1.9454731e+02   9.8332045e+01
